Category,Category_3,Category_4,Entity,
computer/computing_platform,computer,computing_platform,Ultra-high-definition television,
astronomy/constellation,astronomy,constellation,Astrological sign,
astronomy/constellation,astronomy,constellation,Big Dipper,
astronomy/constellation,astronomy,constellation,Capricorn (astrology),
astronomy/constellation,astronomy,constellation,Chinese constellations,
astronomy/constellation,astronomy,constellation,Constellation,
astronomy/constellation,astronomy,constellation,Dipper,
astronomy/constellation,astronomy,constellation,Dragon Star,
astronomy/constellation,astronomy,constellation,Earthly Branches,
astronomy/constellation,astronomy,constellation,Tau,
architecture/construction_material,architecture,construction_material,Glass,
architecture/construction_material,architecture,construction_material,Strut,
architecture/construction_material,architecture,construction_material,Bracket,
architecture/construction_material,architecture,construction_material,Brick,
architecture/construction_material,architecture,construction_material,Cornerstone,
architecture/construction_material,architecture,construction_material,Lime (material),
architecture/construction_material,architecture,construction_material,Masonry,
architecture/construction_material,architecture,construction_material,Mortise and tenon,
architecture/construction_material,architecture,construction_material,Plaster,
architecture/construction_material,architecture,construction_material,Rammed earth,
architecture/construction_material,architecture,construction_material,Tile,
geography/country_name,geography,country_name,Afghanistan,
geography/country_name,geography,country_name,Chile,
geography/country_name,geography,country_name,China,
geography/country_name,geography,country_name,Greece,
geography/country_name,geography,country_name,Guo,
geography/country_name,geography,country_name,India,
geography/country_name,geography,country_name,Indonesia,
geography/country_name,geography,country_name,Japan,
geography/country_name,geography,country_name,Korea,
geography/country_name,geography,country_name,Liquan County,
geography/country_name,geography,country_name,Mongolia,
geography/country_name,geography,country_name,South Korea,
geography/country_name,geography,country_name,South Vietnam,
geography/country_name,geography,country_name,Taiwan,
geography/country_name,geography,country_name,Thailand,
geography/country_name,geography,country_name,United States,
culture,culture,culture,Chinese culture,
culture,culture,culture,Chinese zodiac,
culture,culture,culture,Culture,
culture,culture,culture,Dragon (zodiac),
culture,culture,culture,Etiquette,
culture,culture,culture,Folklore,
culture,culture,culture,Goat (zodiac),
culture,culture,culture,Grave goods,
culture,culture,culture,Jade Dragon Ball,
culture,culture,culture,Legend,
culture,culture,culture,Lei tai,
culture,culture,culture,Marriage,
culture,culture,culture,Posthumous name,
culture,culture,culture,Ruyi (scepter),
culture,culture,culture,Sacred tree,
culture,culture,culture,Shrunken head,
culture,culture,culture,Totem,
culture,culture,culture,Tradition,
culture,culture,culture,Zhongyi Shenwu Lingyou Renyong,
religion/deity,religion,deity,Amitābha,
religion/deity,religion,deity,An Buddha,
religion/deity,religion,deity,Angel,
religion/deity,religion,deity,Athena,
religion/deity,religion,deity,Bodhisattva,
religion/deity,religion,deity,Caishen,
religion/deity,religion,deity,Daode Tianzun,
religion/deity,religion,deity,Deity,
religion/deity,religion,deity,Divinity,
religion/deity,religion,deity,Eros,
religion/deity,religion,deity,God,
religion/deity,religion,deity,God the Father,
religion/deity,religion,deity,Goddess,
religion/deity,religion,deity,Guan Saint,
religion/deity,religion,deity,Guanyin,
religion/deity,religion,deity,Heavenly King,
religion/deity,religion,deity,Jehovah,
religion/deity,religion,deity,Lunar deity,
religion/deity,religion,deity,Nüwa,
religion/deity,religion,deity,Tai Shang,
religion/deity,religion,deity,Tai Shang Lao Jun,
religion/deity,religion,deity,The Buddha,
religion/deity,religion,deity,Xian (Taoism),
medicine/disease,medicine,disease,Cataract,
medicine/disease,medicine,disease,Coronary artery disease,
medicine/disease,medicine,disease,Disease,
medicine/disease,medicine,disease,Gallstone,
medicine/disease,medicine,disease,Major depressive disorder,
medicine/disease,medicine,disease,Myocardial infarction,
medicine/disease,medicine,disease,Stroke,
food/dish,food,dish,Cake,
food/dish,food,dish,Caviar,
food/dish,food,dish,Vegetarianism,
time/dynasty,time,dynasty,Assyria,
time/dynasty,time,dynasty,Byzantine Empire,
time/dynasty,time,dynasty,Cao Wei,
time/dynasty,time,dynasty,Chen dynasty,
time/dynasty,time,dynasty,Datang,
time/dynasty,time,dynasty,Dynasty,
time/dynasty,time,dynasty,Empire of Japan,
time/dynasty,time,dynasty,Five Dynasties and Ten Kingdoms period,
time/dynasty,time,dynasty,Han dynasty,
time/dynasty,time,dynasty,Jin (Chinese state),
time/dynasty,time,dynasty,Jin dynasty (266–420),
time/dynasty,time,dynasty,Liao dynasty,
time/dynasty,time,dynasty,Millennium,
time/dynasty,time,dynasty,Ming dynasty,
time/dynasty,time,dynasty,Northern and Southern dynasties,
time/dynasty,time,dynasty,Northern Song,
time/dynasty,time,dynasty,Northern Wei,
time/dynasty,time,dynasty,Northern Zhou,
time/dynasty,time,dynasty,Past,
time/dynasty,time,dynasty,Qin dynasty,
time/dynasty,time,dynasty,Qing dynasty,
time/dynasty,time,dynasty,Roman Empire,
time/dynasty,time,dynasty,Sasanian Empire,
time/dynasty,time,dynasty,Shang dynasty,
time/dynasty,time,dynasty,Shu Han,
time/dynasty,time,dynasty,Six Dynasties,
time/dynasty,time,dynasty,Song dynasty,
time/dynasty,time,dynasty,Spring and Autumn period,
time/dynasty,time,dynasty,States Period,
time/dynasty,time,dynasty,Sui dynasty,
time/dynasty,time,dynasty,Tang dynasty,
time/dynasty,time,dynasty,Tang Tianbao,
time/dynasty,time,dynasty,Three Kingdoms,
time/dynasty,time,dynasty,Warring States period,
time/dynasty,time,dynasty,Western Xia,
time/dynasty,time,dynasty,Xin dynasty,
time/dynasty,time,dynasty,Yan (state),
time/dynasty,time,dynasty,Yuan dynasty,
time/dynasty,time,dynasty,Yuanfeng,
time/dynasty,time,dynasty,Zhou dynasty,
education,education,education,Exam,
emotion,emotion,emotion,Anguish,
emotion,emotion,emotion,Awe,
emotion,emotion,emotion,Compassion,
emotion,emotion,emotion,Courage,
emotion,emotion,emotion,Emotion,
emotion,emotion,emotion,Fear,
emotion,emotion,emotion,Feeling,
emotion,emotion,emotion,Happiness,
emotion,emotion,emotion,Hope,
emotion,emotion,emotion,Laughter,
emotion,emotion,emotion,Love,
emotion,emotion,emotion,Loyalty,
emotion,emotion,emotion,Pleasure,
emotion,emotion,emotion,Pride,
emotion,emotion,emotion,Sadness,
emotion,emotion,emotion,Smile,
emotion,emotion,emotion,Trance,
emotion,emotion,emotion,Worry,
entertainment,entertainment,entertainment,Circus,
entertainment,entertainment,entertainment,Dance,
entertainment,entertainment,entertainment,Doll,
entertainment,entertainment,entertainment,Escape the Fate,
entertainment,entertainment,entertainment,Historical mystery,
entertainment,entertainment,entertainment,Hooping,
entertainment,entertainment,entertainment,Kaleidoscope,
entertainment,entertainment,entertainment,Kite,
entertainment,entertainment,entertainment,Professional wrestling aerial techniques,
entertainment,entertainment,entertainment,Puppet,
entertainment,entertainment,entertainment,Roller coaster,
entertainment,entertainment,entertainment,Shadow play,
entertainment,entertainment,entertainment,Spectacle,
entertainment,entertainment,entertainment,Tableau vivant,
entertainment,entertainment,entertainment,The Crown,
people/ethnicity,people,ethnicity,Cao,
people/ethnicity,people,ethnicity,Chinese people,
people/ethnicity,people,ethnicity,Ethnicity,
people/ethnicity,people,ethnicity,Han Chinese,
people/ethnicity,people,ethnicity,Hui people,
people/ethnicity,people,ethnicity,Huns,
people/ethnicity,people,ethnicity,Jurchen people,
people/ethnicity,people,ethnicity,Kang,
people/ethnicity,people,ethnicity,Liu,
people/ethnicity,people,ethnicity,Luo,
people/ethnicity,people,ethnicity,Murong,
people/ethnicity,people,ethnicity,Naimans,
people/ethnicity,people,ethnicity,Qiang (historical people),
people/ethnicity,people,ethnicity,Race and ethnicity in the United States census,
people/ethnicity,people,ethnicity,Tibetan people,
people/ethnicity,people,ethnicity,Tong,
people/ethnicity,people,ethnicity,Tribe,
people/ethnicity,people,ethnicity,Uyghurs,
people/ethnicity,people,ethnicity,Xianbei,
people/ethnicity,people,ethnicity,Xiang,
people/ethnicity,people,ethnicity,Xiong (surname),
people/ethnicity,people,ethnicity,Xiongnu,
people/ethnicity,people,ethnicity,Zhang,
people/ethnicity,people,ethnicity,Zhonghua minzu,
event,event,event,Accident,
event,event,event,An Lushan rebellion,
religion/event,religion,event,Annunciation,
event,event,event,Archaeological excavation,
event,event,event,Banquet,
event,event,event,Battle,
event,event,event,Burial,
event,event,event,Carnival,
event,event,event,Ceremony,
event,event,event,Competition,
event,event,event,Coronation,
event,event,event,Costume party,
event,event,event,Immigration,
event,event,event,Lantern Festival,
religion/event,religion,event,Miracle,
event,event,event,Parade,
religion/event,religion,event,Passion of Jesus,
event,event,event,Procession,
event,event,event,Revolution,
event,event,event,Shangyuan,
event,event,event,Social revolution,
event,event,event,Tanabata,
fashion,fashion,fashion,Bun (hairstyle),
fashion,fashion,fashion,Dragon robe,
fashion,fashion,fashion,Hairstyle,
fashion,fashion,fashion,Lapel,
fashion,fashion,fashion,Mannequin,
fashion,fashion,fashion,Pillow,
fashion,fashion,fashion,Queue (hairstyle),
fictional_universe/fictional_character,fictional_universe,fictional_character,Fairy,
fictional_universe/fictional_character,fictional_universe,fictional_character,Guan Sheng,
fictional_universe/fictional_character,fictional_universe,fictional_character,Guan Yu,
fictional_universe/fictional_character,fictional_universe,fictional_character,Liu Bei,
fictional_universe/fictional_character,fictional_universe,fictional_character,Monster,
fictional_universe/fictional_character,fictional_universe,fictional_character,Protagonist,
fictional_universe/fictional_character,fictional_universe,fictional_character,Zhang Fei,
fictional_universe/fictional_universe,fictional_universe,fictional_universe,Divine Kingdom,
fictional_universe/fictional_universe,fictional_universe,fictional_universe,Fantasy,
fictional_universe/fictional_universe,fictional_universe,fictional_universe,Fantasy world,
education/field_of_study,education,field_of_study,Alchemy,
education/field_of_study,education,field_of_study,Anthropology,
education/field_of_study,education,field_of_study,Apprenticeship,
education/field_of_study,education,field_of_study,Archaeology,
education/field_of_study,education,field_of_study,Arithmetic,
education/field_of_study,education,field_of_study,Chinese mathematics,
education/field_of_study,education,field_of_study,Collective memory,
education/field_of_study,education,field_of_study,Conspicuous consumption,
education/field_of_study,education,field_of_study,Déjà vu,
education/field_of_study,education,field_of_study,Delusion,
education/field_of_study,education,field_of_study,Dream,
education/field_of_study,education,field_of_study,Engineering,
education/field_of_study,education,field_of_study,Experience,
education/field_of_study,education,field_of_study,Geometry,
education/field_of_study,education,field_of_study,Glossary of plant morphology,
education/field_of_study,education,field_of_study,Human error,
education/field_of_study,education,field_of_study,Indoctrination,
education/field_of_study,education,field_of_study,Intelligence,
education/field_of_study,education,field_of_study,Intercultural communication,
education/field_of_study,education,field_of_study,Mind,
education/field_of_study,education,field_of_study,Political psychology,
education/field_of_study,education,field_of_study,Psyche (psychology),
education/field_of_study,education,field_of_study,Psychology,
education/field_of_study,education,field_of_study,Pure mathematics,
education/field_of_study,education,field_of_study,Radiocarbon dating,
education/field_of_study,education,field_of_study,Research,
education/field_of_study,education,field_of_study,Science,
education/field_of_study,education,field_of_study,Self-consciousness,
education/field_of_study,education,field_of_study,Social status,
education/field_of_study,education,field_of_study,Social stratification,
education/field_of_study,education,field_of_study,Stereotype,
education/field_of_study,education,field_of_study,Understanding,
education/field_of_study,education,field_of_study,Violence,
Film/film,Film,film,The Longest Day (film),
symbol/flag,symbol,flag,Flag,
food,food,food,Black pepper,
food,food,food,Butter,
food,food,food,Cereal,
food,food,food,Chicken,
food,food,food,Egg,
food,food,food,Food,
food,food,food,Grain,
food,food,food,Maize,
food,food,food,Meat,
food,food,food,Oyster,
food,food,food,Rice,
food,food,food,Salt and pepper,
food,food,food,Shicai,
food,food,food,Spice,
food,food,food,Tofu,
food,food,food,Vegetable,
government/form_of_government,government,form_of_government,Commandery (China),
government/form_of_government,government,form_of_government,Feudalism,
government/form_of_government,government,form_of_government,Imperium,
government/form_of_government,government,form_of_government,Protectorate,
food/fruit,food,fruit,Apple,
food/fruit,food,fruit,Cherry,
food/fruit,food,fruit,Fruit,
food/fruit,food,fruit,Grape,
food/fruit,food,fruit,Peach,
food/fruit,food,fruit,Pear,
food/fruit,food,fruit,Persimmon,
food/fruit,food,fruit,Pomegranate,
food/fruit,food,fruit,Raisin,
physics/fundamental_interaction,physics,fundamental_interaction,Atomic nucleus,
physics/fundamental_interaction,physics,fundamental_interaction,Brittleness,
physics/fundamental_interaction,physics,fundamental_interaction,Density,
physics/fundamental_interaction,physics,fundamental_interaction,Diffusion,
physics/fundamental_interaction,physics,fundamental_interaction,Ductility,
physics/fundamental_interaction,physics,fundamental_interaction,Electricity,
physics/fundamental_interaction,physics,fundamental_interaction,Energy,
physics/fundamental_interaction,physics,fundamental_interaction,Force,
physics/fundamental_interaction,physics,fundamental_interaction,Gravity,
physics/fundamental_interaction,physics,fundamental_interaction,Heat,
physics/fundamental_interaction,physics,fundamental_interaction,Hertz,
physics/fundamental_interaction,physics,fundamental_interaction,Lee wave,
physics/fundamental_interaction,physics,fundamental_interaction,Light,
physics/fundamental_interaction,physics,fundamental_interaction,Mass,
physics/fundamental_interaction,physics,fundamental_interaction,Mechanics,
physics/fundamental_interaction,physics,fundamental_interaction,Momentum,
physics/fundamental_interaction,physics,fundamental_interaction,Motion,
physics/fundamental_interaction,physics,fundamental_interaction,Pressure,
physics/fundamental_interaction,physics,fundamental_interaction,Radioactive decay,
physics/fundamental_interaction,physics,fundamental_interaction,Reaction (physics),
physics/fundamental_interaction,physics,fundamental_interaction,Sound,
physics/fundamental_interaction,physics,fundamental_interaction,Spacetime,
physics/fundamental_interaction,physics,fundamental_interaction,Speed,
physics/fundamental_interaction,physics,fundamental_interaction,Stress (mechanics),
physics/fundamental_interaction,physics,fundamental_interaction,Suction,
physics/fundamental_interaction,physics,fundamental_interaction,Trajectory,
physics/fundamental_interaction,physics,fundamental_interaction,Vacuum,
physics/fundamental_interaction,physics,fundamental_interaction,Vibration,
physics/fundamental_interaction,physics,fundamental_interaction,Vortex,
games/game,games,game,Chess,
games/game,games,game,Stalemate,
fashion/garment,fashion,garment,Blanket,
fashion/garment,fashion,garment,Boot,
fashion/garment,fashion,garment,Cap,
fashion/garment,fashion,garment,Cape,
fashion/garment,fashion,garment,Cassock,
fashion/garment,fashion,garment,Clothing,
fashion/garment,fashion,garment,Coat,
fashion/garment,fashion,garment,Collar (clothing),
fashion/garment,fashion,garment,Couch,
fashion/garment,fashion,garment,Curtain,
fashion/garment,fashion,garment,Dress,
fashion/garment,fashion,garment,Fengguan,
fashion/garment,fashion,garment,Footwear,
fashion/garment,fashion,garment,Hat,
fashion/garment,fashion,garment,Headgear,
fashion/garment,fashion,garment,Jacket,
fashion/garment,fashion,garment,Mattress,
fashion/garment,fashion,garment,Robe,
fashion/garment,fashion,garment,Shirt,
fashion/garment,fashion,garment,Skirt,
fashion/garment,fashion,garment,Sleeve,
fashion/garment,fashion,garment,Vestment,
fashion/garment,fashion,garment,Window valance,
people/gender,people,gender,Gender,
music/genre,music,genre,Dirge,
music/genre,music,genre,Folk music,
music/genre,music,genre,Fugue,
music/genre,music,genre,Music,
music/genre,music,genre,Music genre,
music/genre,music,genre,Rock music,
music/genre,music,genre,Song,
geography/geographical_feature_category,geography,geographical_feature_category,Bamboo Grove,
geography/geographical_feature_category,geography,geographical_feature_category,Beach,
geography/geographical_feature_category,geography,geographical_feature_category,Canal,
geography/geographical_feature_category,geography,geographical_feature_category,Cardinal direction,
geography/geographical_feature_category,geography,geographical_feature_category,Cave,
geography/geographical_feature_category,geography,geographical_feature_category,Cliff,
geography/geographical_feature_category,geography,geographical_feature_category,Coast,
geography/geographical_feature_category,geography,geographical_feature_category,Desert,
geography/geographical_feature_category,geography,geographical_feature_category,Don Valley,
geography/geographical_feature_category,geography,geographical_feature_category,Dune,
geography/geographical_feature_category,geography,geographical_feature_category,Fen,
geography/geographical_feature_category,geography,geographical_feature_category,Flaming Mountain,
geography/geographical_feature_category,geography,geographical_feature_category,Flaming Mountains,
geography/geographical_feature_category,geography,geographical_feature_category,Forest,
geography/geographical_feature_category,geography,geographical_feature_category,Gobi Desert,
geography/geographical_feature_category,geography,geographical_feature_category,Grand Canal (China),
geography/geographical_feature_category,geography,geographical_feature_category,Grassland,
geography/geographical_feature_category,geography,geographical_feature_category,Gully,
geography/geographical_feature_category,geography,geographical_feature_category,Hill,
geography/geographical_feature_category,geography,geographical_feature_category,Jar Mountain,
geography/geographical_feature_category,geography,geographical_feature_category,Jungle,
geography/geographical_feature_category,geography,geographical_feature_category,Landscape,
geography/geographical_feature_category,geography,geographical_feature_category,Meadow,
geography/geographical_feature_category,geography,geographical_feature_category,Mound,
geography/geographical_feature_category,geography,geographical_feature_category,Mount Li,
geography/geographical_feature_category,geography,geographical_feature_category,Mountain,
geography/geographical_feature_category,geography,geographical_feature_category,Mouse Valley,
geography/geographical_feature_category,geography,geographical_feature_category,North China Plain,
geography/geographical_feature_category,geography,geographical_feature_category,Oasis,
geography/geographical_feature_category,geography,geographical_feature_category,Paddy field,
geography/geographical_feature_category,geography,geographical_feature_category,Plain,
geography/geographical_feature_category,geography,geographical_feature_category,Plateau,
geography/geographical_feature_category,geography,geographical_feature_category,Qilian Mountains,
geography/geographical_feature_category,geography,geographical_feature_category,Rainforest,
geography/geographical_feature_category,geography,geographical_feature_category,Ravine,
geography/geographical_feature_category,geography,geographical_feature_category,Ridge,
geography/geographical_feature_category,geography,geographical_feature_category,Rivers Valley,
geography/geographical_feature_category,geography,geographical_feature_category,Shan Hill,
geography/geographical_feature_category,geography,geographical_feature_category,Shanshui Plateau,
geography/geographical_feature_category,geography,geographical_feature_category,Steppe,
geography/geographical_feature_category,geography,geographical_feature_category,Suburb,
geography/geographical_feature_category,geography,geographical_feature_category,Terrain,
geography/geographical_feature_category,geography,geographical_feature_category,The Hump,
geography/geographical_feature_category,geography,geographical_feature_category,The Needles,
geography/geographical_feature_category,geography,geographical_feature_category,Topography,
geography/geographical_feature_category,geography,geographical_feature_category,Tropical rainforest,
geography/geographical_feature_category,geography,geographical_feature_category,Valley,
geography/geographical_feature_category,geography,geographical_feature_category,Village,
geography/geographical_feature_category,geography,geographical_feature_category,Wetland,
geography/geographical_feature_category,geography,geographical_feature_category,Whirlpool,
geography/geographical_feature_category,geography,geographical_feature_category,Wilderness,
geography,geography,geography,Frontier,
geography,geography,geography,Fujinoki,
geography,geography,geography,Huiluo Cang,
geography,geography,geography,Latitude,
geography,geography,geography,Longitude,
geography,geography,geography,Luoshu Square,
geography,geography,geography,Luoshui,
geography,geography,geography,Meridian (geography),
geography,geography,geography,Northern Hemisphere,
geography,geography,geography,Qingzhou Buddha,
geography,geography,geography,South,
geography,geography,geography,Taicang Agency,
geography,geography,geography,Tiankang Khan In,
geography,geography,geography,Water Crime County,
geography,geography,geography,West,
geography,geography,geography,Westwood,
geography,geography,geography,Xuedang Yuyun,
geology/geological_formation,geology,geological_formation,Earth's crust,
geology/geological_formation,geology,geological_formation,Erosion,
geology/geological_formation,geology,geological_formation,Map,
geology/geological_formation,geology,geological_formation,Stratum,
geology,geology,geology,Earth's inner core,
geology,geology,geology,Geologic time scale,
geology,geology,geology,Sediment,
geology,geology,geology,Slag,
geology,geology,geology,Soil mechanics,
government,government,government,Aristocracy,
government,government,government,Boule (ancient Greece),
government/government_office_or_title,government,government_office_or_title,Canon (title),
government/government_office_or_title,government,government_office_or_title,Grand chancellor (China),
government/government_office_or_title,government,government_office_or_title,Judge,
government/government_office_or_title,government,government_office_or_title,Protectorate General to Pacify the West,
government/government_office_or_title,government,government_office_or_title,Ruler,
government/government_office_or_title,government,government_office_or_title,The Honourable,
history,history,history,Amber Road,
history,history,history,Chariot,
history,history,history,Corvée,
history,history,history,Human sacrifice,
history,history,history,Silk Road,
history,history,history,Three Sovereigns and Five Emperors,
history,history,history,Wusun,
history,history,history,Xinglongwa culture,
history,history,history,Yangshao culture,
time/holiday,time,holiday,Cold Food Festival,
time/holiday,time,holiday,Yuan Festival,
household_goods,household_goods,household_goods,Bed,
household_goods,household_goods,household_goods,Bottle,
household_goods,household_goods,household_goods,Ladle (spoon),
household_goods,household_goods,household_goods,Lid,
household_goods,household_goods,household_goods,Tableware,
household_goods,household_goods,household_goods,Tea set,
household_goods,household_goods,household_goods,Vase,
boats/hull_material,boats,hull_material,Beam (nautical),
boats/hull_material,boats,hull_material,Bulkhead (partition),
boats/hull_material,boats,hull_material,Hull (watercraft),
business/industry,business,industry,Agriculture,
business/industry,business,industry,Broadcasting,
business/industry,business,industry,Construction,
business/industry,business,industry,Craft,
business/industry,business,industry,Economic development,
business/industry,business,industry,Farm,
business/industry,business,industry,Finance,
business/industry,business,industry,Fishing,
business/industry,business,industry,Mass production,
business/industry,business,industry,Metal casting,
business/industry,business,industry,Metallurgy,
business/industry,business,industry,Metalworking,
business/industry,business,industry,Pastoralism,
business/industry,business,industry,Permanent mold casting,
business/industry,business,industry,Petroleum,
business/industry,business,industry,Printing press,
business/industry,business,industry,Sericulture,
business/industry,business,industry,Smelting,
business/industry,business,industry,Technology,
business/industry,business,industry,Textile,
business/industry,business,industry,Trade,
business/industry,business,industry,Traditional Chinese medicine,
business/industry,business,industry,Viticulture,
business/industry,business,industry,Weaving,
business/industry,business,industry,Winemaking,
dataworld/information_source,dataworld,information_source,Birth certificate,
dataworld/information_source,dataworld,information_source,Data,
dataworld/information_source,dataworld,information_source,Document,
dataworld/information_source,dataworld,information_source,Information,
dataworld/information_source,dataworld,information_source,Liye Qin Slips,
dataworld/information_source,dataworld,information_source,The Times,
music/instrument,music,instrument,Bell,
music/instrument,music,instrument,Bianzhong,
music/instrument,music,instrument,Flute,
music/instrument,music,instrument,Gong,
music/instrument,music,instrument,Guangling San,
music/instrument,music,instrument,Guqin,
music/instrument,music,instrument,Konghou,
music/instrument,music,instrument,Lute,
music/instrument,music,instrument,Musical instrument,
music/instrument,music,instrument,Paleolithic flute,
music/instrument,music,instrument,Pan flute,
music/instrument,music,instrument,Percussion instrument,
music/instrument,music,instrument,Pipa,
music/instrument,music,instrument,Sheng (instrument),
music/instrument,music,instrument,Snare drum,
music/instrument,music,instrument,String instrument,
music/instrument,music,instrument,Tubular bells,
music/instrument,music,instrument,Xiao (flute),
music/instrument,music,instrument,Zither,
internet culture,internet culture,internet culture,Avatar (computing),
internet culture,internet culture,internet culture,Internet celebrity,
royalty/kingdom,royalty,kingdom,Achaemenid Empire,
royalty/kingdom,royalty,kingdom,Holy Roman Empire,
royalty/kingdom,royalty,kingdom,King Huai of Chu,
royalty/kingdom,royalty,kingdom,Kingdom,
royalty/kingdom,royalty,kingdom,Wusun Kingdom,
language,language,language,Ancient Greek,
language,language,language,Chinese language,
language,language,language,Figure of speech,
language,language,language,Greek language,
language,language,language,Language,
language,language,language,Metaphor,
language,language,language,Paragraph,
language,language,language,Phrase,
language,language,language,Pronunciation,
language,language,language,Question,
language,language,language,Sanskrit,
language,language,language,Standard Chinese,
language,language,language,Surname,
language,language,language,Synonym,
language,language,language,Syriac language,
language,language,language,Tone (linguistics),
language,language,language,Verb,
language,language,language,Vocabulary,
language,language,language,Word,
law,law,law,Evidence,
law,law,law,Must-carry,
law,law,law,Testimony,
law,law,law,Trial,
book/literature,book,literature,Chinese classics,
book/literature,book,literature,Classic of Poetry,
book/literature,book,literature,Classics,
book/literature,book,literature,Li Sao,
book/literature,book,literature,Poetry,
book/literature,book,literature,Prose,
book/literature,book,literature,Tang poetry,
mathematics,mathematics,mathematics,Angle,
mathematics,mathematics,mathematics,Calculation,
mathematics,mathematics,mathematics,Circumference,
mathematics,mathematics,mathematics,Coordinate system,
mathematics,mathematics,mathematics,Correlation,
mathematics,mathematics,mathematics,Counting rods,
mathematics,mathematics,mathematics,Cuboid,
mathematics,mathematics,mathematics,Dimension,
mathematics,mathematics,mathematics,Euclidean plane,
mathematics,mathematics,mathematics,Multiplication table,
mathematics,mathematics,mathematics,Natural number,
mathematics,mathematics,mathematics,Number,
mathematics,mathematics,mathematics,Perpendicular,
mathematics,mathematics,mathematics,Shape,
mathematics,mathematics,mathematics,System of units of measurement,
mathematics,mathematics,mathematics,Trapezoid,
mathematics,mathematics,mathematics,Triangle,
mathematics,mathematics,mathematics,Unit of measurement,
mathematics,mathematics,mathematics,Vertical and horizontal,
visual_art/measurement_unit,visual_art,measurement_unit,Centimetre,
visual_art/measurement_unit,visual_art,measurement_unit,Diameter,
visual_art/measurement_unit,visual_art,measurement_unit,Kilogram,
visual_art/measurement_unit,visual_art,measurement_unit,Kilometre,
visual_art/measurement_unit,visual_art,measurement_unit,Length,
visual_art/measurement_unit,visual_art,measurement_unit,Litre,
visual_art/measurement_unit,visual_art,measurement_unit,Metre,
visual_art/measurement_unit,visual_art,measurement_unit,Millimetre,
visual_art/measurement_unit,visual_art,measurement_unit,Tael,
visual_art/measurement_unit,visual_art,measurement_unit,Ton,
visual_art/measurement_unit,visual_art,measurement_unit,Weight,
medicine/medical_treatment,medicine,medical_treatment,Acupuncture,
medicine/medical_treatment,medicine,medical_treatment,Autopsy,
medicine/medical_treatment,medicine,medical_treatment,Splint (medicine),
medicine,medicine,medicine,Life expectancy,
medicine,medicine,medicine,Scar,
medicine,medicine,medicine,Sleep,
medicine,medicine,medicine,Supine position,
meteorology,meteorology,meteorology,Aridity,
meteorology,meteorology,meteorology,Climate,
meteorology,meteorology,meteorology,Cloud,
meteorology,meteorology,meteorology,Flood,
meteorology,meteorology,meteorology,Gale,
meteorology,meteorology,meteorology,Haze,
meteorology,meteorology,meteorology,Lightning,
meteorology,meteorology,meteorology,Mist,
meteorology,meteorology,meteorology,Moisture,
meteorology,meteorology,meteorology,Monsoon,
meteorology,meteorology,meteorology,Precipitation,
meteorology,meteorology,meteorology,Rain,
meteorology,meteorology,meteorology,Room temperature,
meteorology,meteorology,meteorology,Sea breeze,
meteorology,meteorology,meteorology,Smoke,
meteorology,meteorology,meteorology,Snow,
meteorology,meteorology,meteorology,Temperature,
meteorology,meteorology,meteorology,Thunder,
meteorology,meteorology,meteorology,Thunderbolt,
meteorology,meteorology,meteorology,Trade winds,
meteorology,meteorology,meteorology,Tropical cyclone,
meteorology,meteorology,meteorology,Tropical monsoon climate,
meteorology,meteorology,meteorology,Trough (meteorology),
meteorology,meteorology,meteorology,Water vapor,
meteorology,meteorology,meteorology,Weather,
meteorology,meteorology,meteorology,Wind,
military,military,military,Combat,
military,military,military,Counterattack,
military,military,military,Fortification,
military,military,military,Horses in warfare,
military,military,military,Trench,
military,military,military,War,
military/military_combatant,military,military_combatant,Axis powers,
military/military_combatant,military,military_combatant,Hussar,
military/military_combatant,military,military_combatant,Viet Cong,
military/military_resource,military,military_resource,Armour,
military/military_resource,military,military_resource,Weapon,
military/military_unit_size,military,military_unit_size,Army,
military/military_unit_size,military,military_unit_size,Cavalry,
military/military_unit_size,military,military_unit_size,Infantry,
military/military_unit_size,military,military_unit_size,Rearguard,
biology/mold,biology,mold,Mildew,
biology/mold,biology,mold,Mold,
royalty/monarch,royalty,monarch,Emperor,
royalty/monarch,royalty,monarch,Emperor Gaozong of Tang,
royalty/monarch,royalty,monarch,Emperor Gaozu of Han,
royalty/monarch,royalty,monarch,Emperor Huizong of Song,
royalty/monarch,royalty,monarch,Emperor Jingzong of Liao,
royalty/monarch,royalty,monarch,Emperor of China,
royalty/monarch,royalty,monarch,Emperor Shenzong of Song,
royalty/monarch,royalty,monarch,Emperor Suzong of Tang,
royalty/monarch,royalty,monarch,Emperor Taizong of Tang,
royalty/monarch,royalty,monarch,Emperor Xuanzong of Tang,
royalty/monarch,royalty,monarch,Emperor Yang of Sui,
royalty/monarch,royalty,monarch,Emperor Yingzong of Ming,
royalty/monarch,royalty,monarch,Emperor Zhongzong of Tang,
royalty/monarch,royalty,monarch,Guangxu Emperor,
royalty/monarch,royalty,monarch,Jiajing Emperor,
royalty/monarch,royalty,monarch,Kangxi Emperor,
royalty/monarch,royalty,monarch,King Wen of Zhou,
royalty/monarch,royalty,monarch,King Wucheng,
royalty/monarch,royalty,monarch,Monarch,
royalty/monarch,royalty,monarch,Qianlong Emperor,
