CN_ID,CN_Title,CN_Text,WD_InventoryNum,WD_Title,WD_Description
51,Goddess of the Luo River,"Huangchu three years, Cao Zhi from the Luo Jing east back to the fiefdom at dusk, the tired traveller arrived at Luoshui, the car and horse rested at this time, a breeze blew up In a trance, there is a person, into the eyes of the smoke in the misty waves, that like the sunrise like a fresh glimpse of the traveller instantly go in the heart! Luo Shen how beautiful, the traveller so described: Fluttering like a stunning, graceful as a swimming dragon; The autumn chrysanthemums in glory, the spring pines in splendour; And like the clouds enveloping the moon, snow back to the wind as fuzzy The traveller used the water of Luo to convey his love, and used the five pegs as an invitation. Iren's love, pointing to the flowing water, as a promise, but the fate of the mercy of the submerged current, the movement is not constant, and it is difficult to enter and stop. Though the vow with the God of Luo is close by, the traveller is hesitant and doubtful because of the different paths between man and god. The gods of heaven and earth all sigh for this meeting that ended before it began. The God of Wind holds back the cataracts and restrains the winds of dawn. The God of Water stops the waves behind the river. Feng Yi, the God of the River, plays the divine drum Nuwa sings a cool song And I finally got on the five luan and left on the six-dragon cloud car. The traveller swam against the current but could not get back, so he set off homeward in a hurry. Cao Zhi, the former Crown Prince, has been subjected to suspicion, and his future is bleak. Looking back to the west. Is it the God of Luo that he is fond of? Or is it the one that is connected to the water of Luosu, holding his spiritual life in the water of Luosu, is it the most beautiful love that is reflected or is it the environment that exceeds the limits of reason at the time of the poor Wei and Jin Dynasties in the past 300 years. In the 300 years of the Wei and Jin dynasties, the individual's self-consciousness awakened to the pain of the disintegration of order. Painting has also shifted from the aim of indoctrination to the expression of individual emotions and multiple values. The dirge of a lost man has been transformed into strands of silk. The song of a disillusioned man is transformed into threads and strands of silk It is a long and graceful Luo Shen Emerging from the reed of the Book of Songs and the clouds of Li Sao. With the infinite yearning for beauty, but the lack of ever obtainable laid the foundation of oriental aesthetics, the It also brought the first breeze of spirituality to Chinese painting, blowing open a new era.",7179-1,Scroll painting,"This scroll painting, signed and dated (1773) comes from the collection of sinologist Robert Hans van Gulik (1910-1967).
To the left is the Taoist goddess Magu - associated with the immortality elixir - and to her right an older man offering her a peach. The man is Shoulao, the god of longevity. The peach in itself also symbolizes longevity, because they are said to come from the magical gardens of Xi Wangmu (Queen Mother of the West).
The lines of the paintings consist of combinations of the characters xi 喜 (joy/happiness) and shou 壽 (long life).
Everything in this painting symbolizes longevity/immortality, a very important theme in Chinese culture. Many Chinese objects are decorated with symbols (such as peaches) that refer to longevity. This painting offers a different perspective on this through the tension between writing and image. It is also an interesting piece because of the way it brings together Chinese calligraphy and painting.

Inscriptions: Top right: 美壽圖乾隆三十八年癸巳小陽月上澣号二日山陰朱裳 Painting of Beauty and Longevity 38th year of the Qianlong period (1773), the Guisi year, the minor 10th month, first part of the month, the second day. Zhu Shang from Shanying.

Marks: Stamp bottom right: 高羅佩藏 (Gao Luopei cang, 'collected by Robert van Gulik')
"
52,Preface to the Orchid Pavilion Gathering by Wang Xizhi (Shenlong Version),"""Yonghe nine years, hair in jiuchou, at the beginning of the twilight of spring, will be held in the Lanting of Huiji mountain Yin, the cultivation of semi-annual ceremonies also. All the sages were there, and the young and the old were gathered. The place was surrounded by mountains and steep ridges, lush forests and bamboo trees. There are also clear streams of water, reflecting the left and right lead to the goblets of water, sitting in the next Although there is no silk, bamboo and strings, a goblet and a song, but also enough to talk about your feelings. It is also the day, the sky is clear, the wind and smooth. Looking up at the universe, looking down on the class of the fullness of So the sights and sounds of the world are enough to entertain the eyes and ears, and the letter can also be happy with the lady, overlooking your world. Or to take please embrace, understand the language within a room; or because of the trust sent, outside of the waves, although the interest of ten thousand beads, static and restlessness are different. When they are happy with their encounters, temporary access to the already, fast and self-satisfied, do not know that old age is approaching and what they are tired of, the feelings change with the events, the feelings are tied to it. What he has always been happy about has become obsolete. But I can't help but be excited about it, and I'm not sure if I'm going to be able to make it to the end of my life! Ancient saying: ""Death and life is also great."" It is not painful! Every view of the former Xing feeling of the reason, if you make a compact, not in the text in contempt, can not be metaphorical in the heart. I know that a death is absurd, Qi Peng Zhen for the delusion after the view of today, but also as if today's view of the former sad husband! Therefore, the list of people of the time, recorded in its said although the world is different things are different, so Xinghuai, the cause of one also after the viewer, will also have a sense of the text! Five Xizhi Lanting Preface original since the early Tang Dynasty after the disappearance of the Tang Dynasty, that is, the Lanting Preface of the five major calligrapher's copy of this version is rumoured to be the Tang Dynasty, the interior of the life of the book official Feng Chengsu copied! Because of the left half seal of the word ""Shenlong"", it is called the Shenlong version The emperors of the Tang, Song and Qing dynasties all held the Lanting Preface in high esteem The Song calligrapher Misu called the Lanting Preface the world's first line of calligraphy Five Hsi Zhi was even recognised as the Sage of Calligraphy The Lanting Preface has been worshipped as the perfect masterpiece of the ancient times"".",7168-1,Calligraphy,"Liang Qichao was a well-known intellectual in the last years of the Qing dynasty and the early years of the Chinese Republic, a turbulent period in Chinese history. Together with his teacher Kang Youwei, he argued at the Chinese court for far-reaching reforms of the legal and educational systems. They found a listening ear from the Guangxu emperor, but the so-called Wuxu reforms in 1898 would ultimately fail due to fierce resistance from conservative factions. For the next 14 years, Liang lived in exile in Japan.

This calligraphy was written in the period 1914-1929. Liang had returned to China where he lived in the city of Tianjin and taught at the university. He named his writing room Yin bing shi, the ice drinker's studio. Liang had a classical education, and the name of his studio was a reference to a passage by the philosopher Zhuangzi: ""In the morning I received my orders and in the evening I drank ice water."" On the left of this roll there is a seal with this studio name.

The choice of text also stems from Liang's classical training. It is a passage from the Mencius on the value of morality. Mencius states that morality is of more importance than life and death. Liang wrote this passage for a friend and noted that in his opinion these are the most striking words of Mencius.

The calligraphy is written in the style of the Northern Wei dynasty (386-534) and has a strong archaic character. Chinese calligraphy developed in two separate directions during the period of the Southern and Northern Dynasties. In southern China, calligraphers wrote in rounded and elegant brushstrokes. In the north the characters were stocky and sharper. However, it was works from the south, such as those by the famous Wang Xizhi and Wang Xianzhi, that would become a model for later calligraphers. In the late Qing dynasty, there was renewed interest among intellectuals in ancient writing styles. People looked for inspiration in the past to give new impetus to the present. This intellectual movement was called Jinshixue, or the study of metal and stone. So called because many of these ancient writing styles were preserved in inscriptions on bronze sacrificial vessels and stone stelae.

Around the text are various stamps by Liang, but also the stamps of different owners. On the left and right of the roll are stamps of the Dutch Sinologist Erik Zürcher. Zürcher traveled through China in 1964 and 1965 together with Gan Tjiang-tek, the then curator of China at the Museum of Ethnology. Zürcher bought this role in Beijing, one of the stops on the tour.

Karwin Cheung (2019)

Signature :梁啟超 Liang Qichao

Inscriptions :Mencius said: ""Fish is what I want; bear's paw is also what I want. You can't have both. One would give up fish and take bear's paw. Life is also what I want; righteousness is also what I want. , you can’t have both, you are the one who sacrifices your life for righteousness. Life is what I want, and what I want is more than life, so I don’t want to get it; death is what I hate, and what I hate is worse than the dead, so I don’t want it. If there is nothing more a person can do than live, then why not do it if he can live? If there is nothing more a person can do than die, then why not do anything that can help him? This means that there is nothing to do when you are alive, and you can avoid troubles without doing anything. Therefore, what you want is more than the living, and what you want to do is more than the dead. This is not just a sage, but everyone has it. A wise man will not lose his ears. If you get a piece of food, you will live, but if you don't get it, you will die. How can I accept it without discerning etiquette and justice? For the beauty of the palace and the support of my wife and concubines, I will give it to those who are poor. If you die and don't accept it, now you will give it to your wife and concubines; if you die and don't accept it, now you will give it to someone who knows you are poor. Isn't it okay? This is called losing one's original intention."" Mencius zei : ""Ik hou van vis en ik hou ook van berenklauwen. Maar als ik niet allebei kan krijgen, dan laat ik de vis gaan en hou ik de berenklauw. niet allebei kan krijgen, dan laat ik het leven los en kies ik voor gerechtigheid. [...]"" Mencius's most whipping Jinli language De meest treffende woorden van Mencius. Deyi Xianxiongzhengshu Liang Qichao Geschreven voor mijn vriend Deyi. Liang Qichao."
53,Brick Painting of the Seven Sages of the Bamboo Grove and Rong Qiqi,"""Hermit,"" ""Tree,"" ""Title. 294 sequentially numbered bricks Stacked horizontally and vertically, the bricks are a patchwork of hidden and distant models of the times, and long-dormant iconographic classics. The Seven Sages of the Bamboo Grove and the Rongqi Period Brick Paintings Unearthed in the Gongshan Tomb, Xishanqiao, Nanjing. Roughly dated to the early Southern Dynasty This group of paintings brings together the Seven Sages of the Bamboo Grove from the Wei and Jin dynasties and the hermit Rong Qizhi from the Spring and Autumn period, making it the earliest surviving group of the Seven Sages. This is also the first appearance of Chen Rong in a known work. The eight figures are in a dashing posture, proportionally positioned on two walls, spaced and connected by different kinds of trees. This scene is like a dream, and has made later generations of scholars yearn for this dream. Mountain solid, who gurgled, Jikang sighed softly: Guangling San is now extinct, forty and end! Ruan Ji drove alone, travelled to the end of the road, howling, and then turned back. Looking through the clouds and smoke of the mountain waves soundly drunk Liu Ling reciting thoughts of the old fugue to the show good at playing Ruan Xian good at talking about the five Rong! The Six Dynasties are full of celebrities. The Seven Sages of the Bamboo Grove, who were celebrated in the Eastern Jin Dynasty, are still spiritual models in the Southern Dynasty.""",RV-2990-4,Wall tile,"This baked clay wall tile was found in a grave from the Han period (206 BC - 220 AD). Four different representations are stamped into the clay tile using a mold: a rider on horseback, a striding man, a woman with a staff and a tree.

The figures are representative of the way in which humans and animals were depicted in China 2000 years ago. For the deceased they were a memento of his earthly past, or perhaps a preview of his heavenly future.
A dead person was not only given objects that would enable him to continue his earthly existence in the afterlife. Those who could afford it had a grave built in the form of a house. The burial complexes for the Chinese emperors were designed as underground palaces, complete with treasuries, armories and kitchens. The tombs from the Han period are an important source of archaeological information about how the Chinese lived at that time."
54,"Buddhist Statues in Longxing Temple, Qingzhou","There is a message from national treasures, please check it.   He, the reborn, has a round smiling face, just like a child's.   His cheekbones and nose rise high like mountains and hills.   His eyes and brows like ravines and rivers.   The Buddha Sculptures of Qingzhou from the northern and southern dynasties, a time when people shaped the very building blocks of the earth in their own image.   It was then that he was given birth for the first time.   The right hand stays vertically in front of the chest palm facing outward, the gesture of fearlessness known in Buddhism as the Abhaya Mudra; meanwhile, the left hand gently rests on the waist as if blessing would flow from the center of the palm to the fingertips.   A string of beads made of coral agate and other gems reflects longing for paradise, signifying a world without wars and chaos where everyone lives in abundance, the embodiment of perfection itself.   But take another look, and you'll see something sad beneath the smiling face of the Qingzhou Buddha.   Archaeological research has revealed that these sculptures have been destroyed multiple times.   In fact, over the five centuries between the Northern Wei and Northern Song dynasties, these sculptures were completely destroyed before they were buried together by the monks of the Longxing temple.   Underground, these bodies slowly disintegrated, just as the human body does.   The soul, the spirit, on the other hand, grew richer.   A look around this room reveals that all the sculptures have been repaired.   It shows the determination of human beings, their existence impermanent to give these sculptures permanence; to repair, to give them new life, and in doing so, grant themselves a form of immortality.   Fifteen centuries have passed since then.   The people whose eyes once fell upon these sculptures are long gone.   Many witnessed the process of disintegration, the color fading from the scarlet cassock, the gold foil flaking from the face.   Why didn't those people try to restore the sculpture to perfection?   Perhaps it was because they saw something significant in the countless scars of time inflicted on them, so the processes of life and history reflected in them.   Their imperfection making them more perfect.   To them, they were like fallen stars, and like us moving forward through misery.   We're all born into this world, crying, but like these broken statues, we can head for eternity with a smile.", RV-2103-5,Tianlongshan Budda head 1,"The bodhisattva Guanyin, 'The one who cares about cries [from the world]', is the Chinese name of the Indian Avalokiteshvara, the 'Lord who [from heaven] ] looks down'. This originally male deity was only depicted as a woman in China since the twelfth century.

Guanyin wears a bodhisattva crown on her head with the image of Amitabha, the heavenly Buddha, on the front. Amitabha, also called the Buddha of the West, is the heavenly counterpart of the historical Buddha, Sakyamuni. Just as Christianity has a trinity of father, son and holy spirit, Buddhism has several Buddhas who are all manifestations of one 'ultimate principle'.
In China and a number of other countries in East Asia, Guanyin is among the most popular and venerated Buddhist deities. She is worshiped as the goddess of mercy and compassion. When someone is in need, he asks Guanyin for help. Chinese also turn to her with requests for prosperity, protection against evil, or a numerous - male - offspring."
55,Flying Apsaras,"There is a message from national treasures, please check it.   Floating, bloating, underneath the azure sky, in a shower of flowers, the rippling colours fly.   Such was our ascending and such was our dance.   I was born by the Ganges, raised by moist monsoons and fertile soil, my body grew to the fullness of sensuality.   We enjoy each other's company, hanging by the deities and the buddha.   In pervading fragrance, we play the music as wonderfully as we dance.   Carried by monsoon, I glided towards the northern sky where there was infinity of space.   I came across an angel with wings, together, we traveled to the east where we met a feathered being who journeyed Westwood.   Our spirits enriched by wisdom of the orient.   We flew across plateaus and deserts.   Till finally, we reached a swathe of magical precipices, into the caves, we flew, dwelling in the buddha's paradise.   Countless of my kind became one entity in these caves, to be known as the Mogao Grottos, the birth of which we witnessed.   In this nirvana, we serve the buddha with flowers, music, and dance.   Using the exquisite brush strokes of our new home, the artisans painted us, depicted the hair lace and tiara we brought from our homeland by the Ganges.   In a U-shaped posture, we are trying to defy gravity, half-naked bodies vivid and plump, accompanied by flowers are flesh frolicked with ribbons flying about.   Some 100 years later, camels brought flame from the west.   Pure and fierce, the flame shifts into a million shapes, encountering and inspiring the wisdom of the middle kingdom.   And the glow was cast upon us, revealing the mountainous layers of our skirts.   Our dancing figures growing comelier and slenderer, showed no sign of stopping till we danced into the Sui, a dynasty that was spectacular yet transient.   For over three decades, some 70 new grottos were carved into the precipices, all adorned with our dance.   Sometimes we were a singing parade, following where the flame went, grazing the rolling clouds.   Sometimes we guided the celestial beings, arousing a fleeting gale, intricate and vibrant.   Then we flew into a sea of translucent Azir, perhaps the azurite extracted from blue copper; but also, in a larger sense, the infinite freedom of our playful playfulness.   Gracefully, we strolled through gardens, meadows, pavilions, and terraces, who needs cloud, or wind, or fire, or even wings, when the overlapping and flowing of lines and spaces were sufficient for tracing our flight.   Over 1,650 years, 270 grottoes and 4,500 figures dances and music from all the realms of heaven.   A million variations of our being riding on the wind of change depicted grandeur in minute details.   Singing and dancing, our enchanting grace is life itself and our ethereal sore marks the sky.",RV-5715-1854,A stone with Dunhuang mottif,"text on it: Dunhuang, August 1981, in Chinese characters"
56,"Tan Yao's Five Caves, Yungang Grottoes","""The Great Buddha, coming through the clouds, was originally in the air by the hands of the sculptor before it was seen by the eyes of the people From 460 to 465 A.D. 10,000 craftsmen, under the auspices of the monk Tanya. On a cliff stretching for a kilometre at the southern foot of Mount Wuzhoushan in Datong, Shanxi Province, the first five caves of the Yungang Grottoes were constructed five caves five caves with the faces of five emperors from Northern Wei history A history of five dynasties, trying to link their dreams of a new nation to the Buddhist scriptures, because Tanya depicted to the Northern Wei emperors a beautiful Buddhist world, in which the monarchs of the five dynasties were also practitioners of great attainments, who maintained the rule of the state not by military force or tyranny but through the broad-mindedness of compassion, and it was only through such practice that the emperors could enjoy the highest honours of the Buddha. Only through such cultivation could the emperor enjoy the highest honour of the Buddha and receive the worship of all the people from a blossoming lotus flower, a vestment of a thousand Buddhas emerged. For the next 1500 years, the carving continued, the world was carved by different civilisations into what it is now different lands, oceans, mountains, lakes, cities, villages, people's skin colours, their eyes, their smiles. The moment of encounter, the moment of life and death, the moment of reunion, separation, sorrow and joy, all together engraved the story of mankind We use the word ""as if"" to depict the state of mind The human body, every move, every smile, are all as if the Buddha is imitating the world in heaven and earth, in time, the world's appearance, the way we look is a carving in each and every moment Right now, right here, the world is here.""",RV-2334-4,Tianlongshan Budda head 2,"Head of a bodhisattva, a future Buddha. This head has been attributed to the Tianlongshan Temple Caves.

Inscriptions: The back of this head is inscribed with a record: 武一四三，二五"
57,Flower Tree-shaped Golden Buyao,"""The golden leaves seem to be falling, indeed the leaves on this tree have fallen quite a bit there is still a companion left in the distance More than 1,600 years ago, they together decorated the master of the Yan State of the buds, is really in ancient China red hot head ornaments This pair of gold walking sticks, the base of which is a gold boshan, was used to entwine with the hair to fix it. The craftsman used the branches of the walking sticks that were wrapped around the gold boshan as a support, and then bent them by hand to make a few rings of very thin gold embellishments, which were hanged on the rings in an indistinct manner, creating a sense of tremor. They were put on the top of the head, and when the master was walking around, they were shaken step by step and swung with the wind like the tree, like a golden flower blooming, and ten thousand beams of light coming in. FengSuFu tomb unearthed a gold step shake crown ornaments components but its griddle body modelling difficult buttercup original But there are some examples excavated in Korea and Japan. It's no accident that the gilt-bronze crown from the Daegu Jaya Tomb in South Korea and the gold crown from Feng Sufo's tomb have very similar frames. Gold crowns have been buried in the tombs of the Lunar Clan in the Balkans, Afghanistan, since the first century AD. The gilt-bronze crowns excavated from the Fujinoki tombs in Nara, Japan, also appear to be in the same vein as those from Silbargan, where the basic element of the decorative process was a swinging leaf, which was popular in Northeast Asian design jewellery, and these gold jewellery pieces were especially popular with the nobility of the Five Houses. If the craftsmen of the time did not have a fixed idea of the shape of the boule, how could they have produced a similar crown ornament on the other side of the world that originated in the West, the boule? It would have been unimaginable if they had travelled directly from the Don Valley to Korea and the Japanese islands without passing through China. For more than six centuries, these lightweight, winged gold leaves Bright and bright, linked together is a history of exchange of Asian decorative aesthetics, become a cultural phenomenon of the 16th Kingdom to the Tang Dynasty, the frequent alternation of regimes, division and unification, chaos and strife, the military stalemate within and outside of the country, only the United States, inadvertently crossing the border to see the beautiful, the beautiful will be passing through this land. Flowers blossom in the plains of West Asia, deer sing in the deep forests of East Asia, different surnames and countries, millions of rivers and mountains. The feasts come and go, always urgent and lively start then the beauty of the end of the dust, Murong Xianbei fell into memory memory of the woman, cloud sideburns and flower face, walking in the beauty of the light lotus step. In the sun, moon and stars, her golden strut entangled in the gold flow of light, gold branches and leaves long fall swinging. Between the infinite stars, following her footsteps, saw a step-rejoice.""",RV-611-50,Hairpin,"Hairpin made of Berlin silver, bottom end bluntly pointed, the top end bent slightly backwards and shaped into a spirally twisted wire that ends in an ear spoon. Exterior with raised ornament in cord and leaf pattern, widest where the
thread-like part begins."
58,Gilded Silver Jug,"""Once upon a time. Three Greek goddesses competed for the title of most beautiful goddess. Paris, who was good at judgement, gave the golden apple, which represented the most beautiful, to Eros. Because Eros promised to give him the most beautiful woman on earth a few years later, Paris in Sparta met five after Helen one fell in love with each other and eloped, the Spartan country five went home and was mad at him He was happy to be in the situation after the sound of the flowers to go: but then came the Miaowei that hair beauty of the two stocks, will be soft, and the two of them and deer to return to the beginning of the child! This story is engraved on the circumference of a gilt silver pot It was discovered in 1983 in the tomb of Li Xian, a general of the Northern Zhou Dynasty, in Guyuan, Ningxia. At that time, this type of bottle was known as the ""Hu Bottle"". The figure of a human head on the handle comes from Greek tradition to protect the water inside from evil spirits. The grooves in the body and handle of the jug Reminiscent of a gallery branch in Ancient Greek architecture, it brings together classical order and symmetry. The three-segmented latticework is typical of the Persian Sassanid style, but also has Indian stylistic features. The symbols of many civilisations, fused together in such a hu vase and how it appeared in the landlocked Guyuan during the Northern Zhou period, when Guyuan was known as Yuanzhou. From the Mediterranean to China The Sutis travelled from country to country on camel caravans. They spoke many languages and knew a lot. They brought with them a wide range of foreign goods, as well as stories and insights along the way. Turquoise and gold earrings, glass bowls, lapis lazuli and gold rings were imported from the West and often rewarded by the Emperor. Gilt-silver jugs, the most exquisite of the cross-border goods, were the standard of status for the five nobles. Great General Li Xian Li Xian, a long-time ruler of Yuanzhou, who guarded the smooth flow of trade along the Silk Road, loved these exotic objects. He brought the gilt-silver pot to his tomb perhaps because of its beauty. Perhaps because of the story that you don't hear much about in China The object is a novelty, as is the story behind it In it, it's as if you can touch a different life beyond the everyday life that you see in front of your eyes. It's as if a door has been opened in front of the people of the Northern Dynasties so that they can see the outside world, imagine the outside world, and then go to the outside world. From the Northern Dynasties, to the Sui Dynasty, to the Tang Dynasty, the shape of a world empire is slowly becoming clearer.""", 7053-8,Pot,"Gift from Zhang
two large handles. Same inscription on shield as above {7053-7a & -7b]. Decorated with two engraved images of flowers and two representations of warlords and counselors from ancient times.
Maximum width 30 cm, height 36 cm.
Matching round lid, with western lion on top. Diameter 10 cm, height 12 cm."
59,Tang Figures of Noble Ladies,"There is a message from national treasures, please check it.   You wear your hair in two pretty buns, in a way unique to the teenage girls of the Tang dynasty.   You have chubby cheeks, a small nose and mouth.   You're dressed in a gown with a round neck and loose sleeves.   Though the colours of your dress have faded, they must have been really something back in your day.   Rewind to the Tang dynasty, you've just turned 10, a servant girl in a noble family.   Your life is a carefree one, we can see that from the leisurely look on your face.   You're a bit on the plump side, but times were different a millennium ago.   Your chubbiness was envied and admired.   Then you turn 14. You're a teenager now, time to follow elder girl's style and wear your hair with a little more carefree chic.   It's a style that seems to match your pleasingly plump face perfectly.   A cute double conch top knot is the favorite of the sportive girls.   You adore the dancer's hairstyles, too, those exaggerated hoops dance up and down just like the wings of butterflies.   Sometimes you'd also dress yourself up as a man and stroll confidently down the city's busiest street.   You'd help her ladyship apply makeup, powder her face, rouge her cheeks, gild her forehead with a floral design; trace eyebrows, dot the sides of her lips, paint presents on her temples, rouge her lips, and finally, the crowning glory accessorizes her hair.   If you happen to meet a Japanese envoy to Tang dynasty China, he'd tell you that styles like these were also popular among Japanese royalty.   When you're a little older, you'll be able to take part in more activities.   You'll even be able to join a polo team.   You're as good as your brothers on horseback.   Learning the martial arts is also an option open to you.   Most importantly, you may marry the man you love and become a mother when you want to.   In fact, you hardly know how lucky you are to be born a woman in the Tang dynasty.   Compared to women born in other dynasties, the world is your oyster.   So what was it that made the Tang dynasty view of women different?   There's certainly more to the story than an acceptance, even celebration of plumpness, weight and size were just one of many criteria used to assess female beauty.   Between the 7th and 10th centuries, the Tang dynasty was a time when beauty was freely expressed, an individual quality seen in the eye of the beholder.   In fact, it was the Tang dynasty's recognition of the value of the individual that made it unique in the history of ancient China.   Allowing each individual to be themselves was the greatest thing about the Tang dynasty.   Not just a golden age for a lady's, but a golden age for all.",RV-2917-60,Funeral figure of a girl,"The statuette is difficult to date accurately. The facial features remind one of similar little figures from the Wei period (386-557). Judging from the woman's hairstyle, with a middle parting and two knots of hair on top, one is inclined to think the piece dates from a later time, perhaps the beginning of the Tang period (618-907). The funerary statues found include examples dating from every period of Chinese history. The custom of giving the dead articles of use, and servants, as an accompaniment to life after death, dates from as early as prehistoric times. In the first centuries of our era however, real objects, animals and people were gradually replaced with pottery models of these things. Apart from this replacement, the custom itself has been maintained right up to the present. These days paper models of objects are burnt at funerals.
This little funerary statue of a woman was originally painted. Traces of the paint can still be seen in places."
60,Brocade with Standing Lion and Floral Medallion Design,, TM-903-54,Altar cloth,"The sun disk embroidered in the center of this altar cloth is flanked by two lions, also of imitation gold thread.
Clouds float by above, between which three stylized bats fly.
A piece of pink cotton is sewn to the top of the silk cloth.
"
61,Six Steeds at Zhaoling Mausoleum,"""In 618 A.D., the first battle of the Tang Dynasty, the Battle of Shanshui Plateau. ""The horse's body is pure black, its hooves are like snow. ""In 619 A.D., at the Battle of Bird's Mouse Valley. For three days, the horse was unsaddled, with a yellow body and a black mouth, known as the Teller's Hussar. 621 A.D. Battle of Mangshan Mountain Li Shimin pacified the eastern capital, the horse was purple with an arrow in its chest, named Zalu Purple. In the same year, the Battle of Lujing Pass Pale horse with mixed colours, shot with five arrows, named Qing Zhui Another war horse, pure red, named Shifa Chi 622 AD, Battle of Luoshui A yellow horse with curly hair, shot with nine arrows, died in front of the two armies in the battle. These six war horses, with the emperor five a life and death fly across the mountains and rivers of the empire, across the wilderness of time the owner of the war horse Tang Taizong Li Shimin Finally became a generation of monarchs to open up the frontier was honoured by the prairie countries as the Tiankang Khan In order to commemorate his former closest companion Li Shimin asked his brothers Yan Lide and Yan Liben to draw and carve six horses. Hoping that the horses would be with him for the rest of eternity Zhaoling is the mausoleum of Emperor Taizong of the Tang Dynasty, centred on the Jiujun (zong) Mountain in Liquan County, Shaanxi Province, which is the largest of the 18 imperial tombs of the Tang Dynasty in Guanzhong. The six horses on the stone screen at the northern foot of the mausoleum are standing upright or galloping in the air. As a monument to the founding of the five dynasties of the Tang Dynasty, they are frozen on both sides of the sacred path. The war horses in the stone carvings The tails of the horses are tied up high and their manes are trimmed into three locks (liu). Although the image of a typical Tang Dynasty war horse appears Saddle, bridle (pei), stirrup (deng), reins All true to the military Chen's majesty, by the Tao of martial arts was transcribed into the artistic scrolls of the Northern Song Dynasty, the famous general You Shixiong presided over the copying of the six horse stone carvings, engraved monuments This is the first time the name of the six steeds of the Zhaoling appeared. Topography has also been spread around the world of the Jin Dynasty court painter Zhao Lin based on the line engraved topography, repainted colour silk ""six steeds of the Zhaoling"" and the horses and men together with the reproduction of the surface of the stone carvings of Taizong's praise words: ""The film is light on the feet, the God sends out the heavenly chance, the Cetz flying practice, sets my velvet clothes"". After nearly 1,300 years in the mausoleum with Emperor Tang Taizong, the weathered stone carvings left their original location at the beginning of the 20th century and were damaged by the Zaru Purple and Fist Hair, which were stolen and transported across the ocean to where they now reside in the Museum of Archaeology and Anthropology of the University of Pennsylvania in the United States. The remaining four horses were rescued in transit and are now preserved in the Beilin Museum in Xi'an. Rocks can be moved, but monuments of art do not fall. Drawings, reliefs, stelae, scrollsThe will of art transcends materials and mediums the will of art transcends materials and media Zhaoling six steeds as the recorders of history Still running forward on the track of time in a special way",RV-5262-1,Scroll painting of a horse,"Hanging scroll painting depicting a horse painted by Xu Beihong (1896-1953). The artist signed the work and provided it with a seal. In addition, the painting contains a dedication to Mrs. Van Gulik.

Like other Chinese painters, Xu Beihong had a specialty, namely horses. His work is very popular in China. In the 1980s, his horse paintings became a rage and horses in the style of Xu Beihong appeared as decoration on all kinds of utensils.
Xu Beihong dedicated this painting in 1946 to Mrs. Shui Shih-fang, the wife of Dr. Robert van Gulik. Van Gulik (1910-1967) is best known as the writer of the Judge Ti stories, a detective series set in China in the seventh century. In daily life he was a diplomat and also a very accomplished sinologist and calligrapher. He and his Chinese wife had many contacts in Chinese literary and artistic circles."
